CIUDAD,PAIS,DIA,TEMPERATURAS,PRECIPITACIONES,PRESION
NUEVA YORK,ESTADOS UNIDOS,2018-01-09,15,18,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-09,23,19,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-09,19,7,BAJA
BUENOS AIRES,ARGENTINA,2018-01-10,17,4,BAJA
CUENCA,ECUADOR,2018-01-10,18,1,BAJA
BOGOTA,COLOMBIA,2018-01-10,22,18,BAJA
CARACAS,VENEZUELA,2018-01-10,24,4,BAJA
HAVANA,CUBA,2018-01-10,19,10,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-10,15,2,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-10,21,12,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-10,18,9,BAJA
BUENOS AIRES,ARGENTINA,2018-01-11,21,1,BAJA
CUENCA,ECUADOR,2018-01-11,16,10,BAJA
BOGOTA,COLOMBIA,2018-01-11,22,19,BAJA
CARACAS,VENEZUELA,2018-01-11,22,15,BAJA
HAVANA,CUBA,2018-01-11,20,7,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-11,18,4,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-11,16,16,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-11,17,6,BAJA
BUENOS AIRES,ARGENTINA,2018-01-12,19,14,BAJA
CUENCA,ECUADOR,2018-01-12,24,2,BAJA
BOGOTA,COLOMBIA,2018-01-12,16,6,BAJA
CARACAS,VENEZUELA,2018-01-12,21,6,BAJA
HAVANA,CUBA,2018-01-12,21,5,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-12,23,15,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-12,20,0,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-12,22,12,BAJA
BUENOS AIRES,ARGENTINA,2018-01-13,16,10,BAJA
CUENCA,ECUADOR,2018-01-13,18,19,BAJA
BOGOTA,COLOMBIA,2018-01-13,22,1,BAJA
CARACAS,VENEZUELA,2018-01-13,24,18,BAJA
HAVANA,CUBA,2018-01-13,20,15,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-13,24,7,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-13,19,5,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-13,19,5,BAJA
BUENOS AIRES,ARGENTINA,2018-01-14,16,8,BAJA
CUENCA,ECUADOR,2018-01-14,21,8,BAJA
BOGOTA,COLOMBIA,2018-01-14,15,7,BAJA
CARACAS,VENEZUELA,2018-01-14,24,15,BAJA
HAVANA,CUBA,2018-01-14,22,5,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-14,18,2,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-14,15,1,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-14,22,2,BAJA
BUENOS AIRES,ARGENTINA,2018-01-15,24,14,BAJA
CUENCA,ECUADOR,2018-01-15,17,0,BAJA
BOGOTA,COLOMBIA,2018-01-15,24,7,BAJA
CARACAS,VENEZUELA,2018-01-15,18,7,BAJA
HAVANA,CUBA,2018-01-15,18,11,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-15,17,9,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-15,23,10,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-15,16,13,BAJA
BUENOS AIRES,ARGENTINA,2018-01-16,23,14,BAJA
CUENCA,ECUADOR,2018-01-16,20,17,BAJA
BOGOTA,COLOMBIA,2018-01-16,24,18,BAJA
CARACAS,VENEZUELA,2018-01-16,18,12,BAJA
HAVANA,CUBA,2018-01-16,17,6,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-16,20,0,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-16,20,14,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-16,21,17,BAJA
BUENOS AIRES,ARGENTINA,2018-01-17,22,196,MUY BAJA
CUENCA,ECUADOR,2018-01-17,20,127,MUY BAJA
BOGOTA,COLOMBIA,2018-01-17,15,99,MUY BAJA
CARACAS,VENEZUELA,2018-01-17,21,134,MUY BAJA
HAVANA,CUBA,2018-01-17,22,143,MUY BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-17,23,174,MUY BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-17,21,78,MUY BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-17,17,199,MUY BAJA
BUENOS AIRES,ARGENTINA,2018-01-18,21,8,BAJA
CUENCA,ECUADOR,2018-01-18,24,14,BAJA
BOGOTA,COLOMBIA,2018-01-18,19,18,BAJA
CARACAS,VENEZUELA,2018-01-18,15,7,BAJA
HAVANA,CUBA,2018-01-18,15,0,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-18,20,4,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-18,23,10,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-18,18,14,BAJA
BUENOS AIRES,ARGENTINA,2018-01-19,23,6,BAJA
CUENCA,ECUADOR,2018-01-19,21,11,BAJA
BOGOTA,COLOMBIA,2018-01-19,22,11,BAJA
CARACAS,VENEZUELA,2018-01-19,17,4,BAJA
HAVANA,CUBA,2018-01-19,15,2,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-19,17,2,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-19,22,1,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-19,23,13,BAJA
BUENOS AIRES,ARGENTINA,2018-01-20,22,1,BAJA
CUENCA,ECUADOR,2018-01-20,24,6,BAJA
BOGOTA,COLOMBIA,2018-01-20,19,15,BAJA
CARACAS,VENEZUELA,2018-01-20,18,15,BAJA
HAVANA,CUBA,2018-01-20,20,2,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-20,20,3,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-20,20,19,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-20,24,3,BAJA
BUENOS AIRES,ARGENTINA,2018-01-21,24,5,BAJA
CUENCA,ECUADOR,2018-01-21,23,17,BAJA
BOGOTA,COLOMBIA,2018-01-21,21,2,BAJA
CARACAS,VENEZUELA,2018-01-21,22,15,BAJA
HAVANA,CUBA,2018-01-21,18,14,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-21,20,3,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-21,22,16,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-21,21,14,BAJA
BUENOS AIRES,ARGENTINA,2018-01-22,17,6,BAJA
CUENCA,ECUADOR,2018-01-22,17,0,BAJA
BOGOTA,COLOMBIA,2018-01-22,19,19,BAJA
CARACAS,VENEZUELA,2018-01-22,20,15,BAJA
HAVANA,CUBA,2018-01-22,20,6,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-22,18,10,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-22,22,11,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-22,16,10,BAJA
BUENOS AIRES,ARGENTINA,2018-01-23,23,0,BAJA
CUENCA,ECUADOR,2018-01-23,17,17,BAJA
BOGOTA,COLOMBIA,2018-01-23,22,8,BAJA
CARACAS,VENEZUELA,2018-01-23,15,5,BAJA
HAVANA,CUBA,2018-01-23,23,4,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-23,22,2,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-23,16,4,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-23,19,2,BAJA
BUENOS AIRES,ARGENTINA,2018-01-24,24,5,BAJA
CUENCA,ECUADOR,2018-01-24,16,7,BAJA
BOGOTA,COLOMBIA,2018-01-24,22,12,BAJA
CARACAS,VENEZUELA,2018-01-24,16,8,BAJA
HAVANA,CUBA,2018-01-24,18,2,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-24,23,1,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-24,17,0,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-24,20,2,BAJA
BUENOS AIRES,ARGENTINA,2018-01-25,15,5,BAJA
CUENCA,ECUADOR,2018-01-25,16,13,BAJA
BOGOTA,COLOMBIA,2018-01-25,15,17,BAJA
CARACAS,VENEZUELA,2018-01-25,18,5,BAJA
HAVANA,CUBA,2018-01-25,17,1,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-25,15,12,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-25,21,0,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-25,20,0,BAJA
BUENOS AIRES,ARGENTINA,2018-01-26,18,4,BAJA
CUENCA,ECUADOR,2018-01-26,16,10,BAJA
BOGOTA,COLOMBIA,2018-01-26,16,18,BAJA
CARACAS,VENEZUELA,2018-01-26,24,8,BAJA
HAVANA,CUBA,2018-01-26,20,15,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-26,17,4,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-26,18,12,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-26,16,9,BAJA
BUENOS AIRES,ARGENTINA,2018-01-27,16,6,BAJA
CUENCA,ECUADOR,2018-01-27,19,13,BAJA
BOGOTA,COLOMBIA,2018-01-27,21,13,BAJA
CARACAS,VENEZUELA,2018-01-27,21,15,BAJA
HAVANA,CUBA,2018-01-27,22,1,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-27,18,8,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-27,21,14,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-27,21,1,BAJA
BUENOS AIRES,ARGENTINA,2018-01-28,18,1,BAJA
CUENCA,ECUADOR,2018-01-28,22,7,BAJA
BOGOTA,COLOMBIA,2018-01-28,16,11,BAJA
CARACAS,VENEZUELA,2018-01-28,17,11,BAJA
HAVANA,CUBA,2018-01-28,17,7,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-28,21,17,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-28,18,17,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-28,21,17,BAJA
BUENOS AIRES,ARGENTINA,2018-01-29,22,0,BAJA
CUENCA,ECUADOR,2018-01-29,17,6,BAJA
BOGOTA,COLOMBIA,2018-01-29,20,2,BAJA
CARACAS,VENEZUELA,2018-01-29,15,17,BAJA
HAVANA,CUBA,2018-01-29,15,5,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-29,22,9,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-29,21,8,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-29,18,13,BAJA
BUENOS AIRES,ARGENTINA,2018-01-30,18,15,BAJA
CUENCA,ECUADOR,2018-01-30,18,3,BAJA
BOGOTA,COLOMBIA,2018-01-30,18,14,BAJA
CARACAS,VENEZUELA,2018-01-30,17,3,BAJA
HAVANA,CUBA,2018-01-30,19,11,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-30,16,9,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-30,17,19,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-30,20,19,BAJA
BUENOS AIRES,ARGENTINA,2018-01-31,15,1,BAJA
CUENCA,ECUADOR,2018-01-31,19,6,BAJA
BOGOTA,COLOMBIA,2018-01-31,20,5,BAJA
CARACAS,VENEZUELA,2018-01-31,21,7,BAJA
HAVANA,CUBA,2018-01-31,19,0,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-31,17,15,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-31,19,15,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-31,23,13,BAJA
BUENOS AIRES,ARGENTINA,2018-02-01,16,171,MUY BAJA
CUENCA,ECUADOR,2018-02-01,22,107,MUY BAJA
BOGOTA,COLOMBIA,2018-02-01,16,69,MUY BAJA
CARACAS,VENEZUELA,2018-02-01,22,71,MUY BAJA
HAVANA,CUBA,2018-02-01,15,199,MUY BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-01,19,88,MUY BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-01,17,109,MUY BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-01,24,181,MUY BAJA
BUENOS AIRES,ARGENTINA,2018-02-02,23,17,BAJA
CUENCA,ECUADOR,2018-02-02,15,11,BAJA
BOGOTA,COLOMBIA,2018-02-02,18,7,BAJA
CARACAS,VENEZUELA,2018-02-02,20,12,BAJA
HAVANA,CUBA,2018-02-02,18,8,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-02,18,5,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-02,17,13,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-02,23,5,BAJA
BUENOS AIRES,ARGENTINA,2018-02-03,24,16,BAJA
CUENCA,ECUADOR,2018-02-03,20,5,BAJA
BOGOTA,COLOMBIA,2018-02-03,15,13,BAJA
CARACAS,VENEZUELA,2018-02-03,21,0,BAJA
HAVANA,CUBA,2018-02-03,23,7,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-03,16,14,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-03,22,5,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-03,15,12,BAJA
BUENOS AIRES,ARGENTINA,2018-02-04,22,1,BAJA
CUENCA,ECUADOR,2018-02-04,17,4,BAJA
BOGOTA,COLOMBIA,2018-02-04,23,6,BAJA
CARACAS,VENEZUELA,2018-02-04,20,13,BAJA
HAVANA,CUBA,2018-02-04,22,11,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-04,21,7,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-04,21,2,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-04,16,13,BAJA
BUENOS AIRES,ARGENTINA,2018-02-05,19,12,BAJA
CUENCA,ECUADOR,2018-02-05,19,11,BAJA
BOGOTA,COLOMBIA,2018-02-05,24,0,BAJA
CARACAS,VENEZUELA,2018-02-05,15,14,BAJA
HAVANA,CUBA,2018-02-05,24,19,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-05,20,6,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-05,16,12,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-05,23,6,BAJA
BUENOS AIRES,ARGENTINA,2018-02-06,22,4,BAJA
CUENCA,ECUADOR,2018-02-06,16,16,BAJA
BOGOTA,COLOMBIA,2018-02-06,19,14,BAJA
CARACAS,VENEZUELA,2018-02-06,19,0,BAJA
HAVANA,CUBA,2018-02-06,21,1,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-06,18,5,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-06,22,5,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-06,18,1,BAJA
BUENOS AIRES,ARGENTINA,2018-02-07,24,8,BAJA
CUENCA,ECUADOR,2018-02-07,22,1,BAJA
BOGOTA,COLOMBIA,2018-02-07,21,6,BAJA
CARACAS,VENEZUELA,2018-02-07,16,15,BAJA
HAVANA,CUBA,2018-02-07,20,7,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-07,24,18,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-07,22,10,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-07,19,17,BAJA
BUENOS AIRES,ARGENTINA,2018-02-08,23,9,BAJA
CUENCA,ECUADOR,2018-02-08,19,14,BAJA
BOGOTA,COLOMBIA,2018-02-08,18,4,BAJA
CARACAS,VENEZUELA,2018-02-08,24,16,BAJA
HAVANA,CUBA,2018-02-08,24,15,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-08,23,6,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-08,23,0,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-08,20,15,BAJA
BUENOS AIRES,ARGENTINA,2018-02-09,21,4,BAJA
CUENCA,ECUADOR,2018-02-09,17,4,BAJA
BOGOTA,COLOMBIA,2018-02-09,18,8,BAJA
CARACAS,VENEZUELA,2018-02-09,21,16,BAJA
HAVANA,CUBA,2018-02-09,20,3,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-09,21,7,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-09,22,17,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-09,18,9,BAJA
BUENOS AIRES,ARGENTINA,2018-02-10,15,11,BAJA
CUENCA,ECUADOR,2018-02-10,24,0,BAJA
BOGOTA,COLOMBIA,2018-02-10,22,19,BAJA
CARACAS,VENEZUELA,2018-02-10,19,0,BAJA
HAVANA,CUBA,2018-02-10,23,16,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-10,16,6,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-10,24,16,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-10,16,14,BAJA
BUENOS AIRES,ARGENTINA,2018-02-11,18,8,BAJA
CUENCA,ECUADOR,2018-02-11,24,4,BAJA
BOGOTA,COLOMBIA,2018-02-11,22,18,BAJA
CARACAS,VENEZUELA,2018-02-11,19,14,BAJA
HAVANA,CUBA,2018-02-11,16,9,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-11,19,19,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-11,21,3,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-11,22,11,BAJA
BUENOS AIRES,ARGENTINA,2018-02-12,24,10,BAJA
CUENCA,ECUADOR,2018-02-12,22,19,BAJA
BOGOTA,COLOMBIA,2018-02-12,20,0,BAJA
CARACAS,VENEZUELA,2018-02-12,15,7,BAJA
HAVANA,CUBA,2018-02-12,20,9,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-12,22,6,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-12,22,18,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-12,21,13,BAJA
BUENOS AIRES,ARGENTINA,2018-02-13,17,12,BAJA
CUENCA,ECUADOR,2018-02-13,18,18,BAJA
BOGOTA,COLOMBIA,2018-02-13,16,1,BAJA
CARACAS,VENEZUELA,2018-02-13,18,7,BAJA
HAVANA,CUBA,2018-02-13,15,4,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-13,19,13,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-13,15,11,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-13,20,8,BAJA
BUENOS AIRES,ARGENTINA,2018-02-14,19,11,BAJA
CUENCA,ECUADOR,2018-02-14,18,19,BAJA
BOGOTA,COLOMBIA,2018-02-14,16,4,BAJA
CARACAS,VENEZUELA,2018-02-14,22,8,BAJA
HAVANA,CUBA,2018-02-14,23,11,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-14,15,13,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-14,18,13,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-14,20,19,BAJA
BUENOS AIRES,ARGENTINA,2018-02-15,21,11,BAJA
CUENCA,ECUADOR,2018-02-15,18,5,BAJA
BOGOTA,COLOMBIA,2018-02-15,19,18,BAJA
CARACAS,VENEZUELA,2018-02-15,15,7,BAJA
HAVANA,CUBA,2018-02-15,20,6,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-15,23,19,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-15,21,15,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-15,18,8,BAJA
BUENOS AIRES,ARGENTINA,2018-02-16,17,148,MUY BAJA
CUENCA,ECUADOR,2018-02-16,15,139,MUY BAJA
BOGOTA,COLOMBIA,2018-02-16,22,194,MUY BAJA
CARACAS,VENEZUELA,2018-02-16,20,190,MUY BAJA
HAVANA,CUBA,2018-02-16,20,58,MUY BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-16,15,188,MUY BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-16,18,177,MUY BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-16,22,79,MUY BAJA
BUENOS AIRES,ARGENTINA,2018-02-17,24,5,BAJA
CUENCA,ECUADOR,2018-02-17,17,16,BAJA
BOGOTA,COLOMBIA,2018-02-17,24,17,BAJA
CARACAS,VENEZUELA,2018-02-17,20,15,BAJA
HAVANA,CUBA,2018-02-17,24,8,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-17,18,5,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-17,20,6,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-17,19,4,BAJA
BUENOS AIRES,ARGENTINA,2018-02-18,17,3,BAJA
CUENCA,ECUADOR,2018-02-18,24,7,BAJA
BOGOTA,COLOMBIA,2018-02-18,18,5,BAJA
CARACAS,VENEZUELA,2018-02-18,24,9,BAJA
HAVANA,CUBA,2018-02-18,16,0,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-18,23,8,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-18,23,14,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-18,23,7,BAJA
BUENOS AIRES,ARGENTINA,2018-02-19,16,4,BAJA
CUENCA,ECUADOR,2018-02-19,16,19,BAJA
BOGOTA,COLOMBIA,2018-02-19,23,9,BAJA
CARACAS,VENEZUELA,2018-02-19,22,2,BAJA
HAVANA,CUBA,2018-02-19,21,7,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-19,16,15,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-19,16,0,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-19,21,1,BAJA
BUENOS AIRES,ARGENTINA,2018-02-20,22,13,BAJA
CUENCA,ECUADOR,2018-02-20,19,9,BAJA
BOGOTA,COLOMBIA,2018-02-20,17,6,BAJA
CARACAS,VENEZUELA,2018-02-20,15,9,BAJA
HAVANA,CUBA,2018-02-20,21,3,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-20,19,2,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-20,22,4,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-20,22,1,BAJA
BUENOS AIRES,ARGENTINA,2018-02-21,16,11,BAJA
CUENCA,ECUADOR,2018-02-21,20,13,BAJA
BOGOTA,COLOMBIA,2018-02-21,23,10,BAJA
CARACAS,VENEZUELA,2018-02-21,17,4,BAJA
HAVANA,CUBA,2018-02-21,18,11,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-21,20,19,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-21,24,17,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-21,22,15,BAJA
BUENOS AIRES,ARGENTINA,2018-02-22,17,15,BAJA
CUENCA,ECUADOR,2018-02-22,22,5,BAJA
BOGOTA,COLOMBIA,2018-02-22,20,13,BAJA
CARACAS,VENEZUELA,2018-02-22,19,9,BAJA
HAVANA,CUBA,2018-02-22,20,10,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-22,23,8,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-22,22,8,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-22,22,16,BAJA
BUENOS AIRES,ARGENTINA,2018-02-23,16,16,BAJA
CUENCA,ECUADOR,2018-02-23,17,2,BAJA
BOGOTA,COLOMBIA,2018-02-23,15,5,BAJA
CARACAS,VENEZUELA,2018-02-23,21,9,BAJA
HAVANA,CUBA,2018-02-23,18,9,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-23,17,9,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-23,15,4,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-23,17,10,BAJA
BUENOS AIRES,ARGENTINA,2018-02-24,20,1,BAJA
CUENCA,ECUADOR,2018-02-24,17,14,BAJA
BOGOTA,COLOMBIA,2018-02-24,15,14,BAJA
CARACAS,VENEZUELA,2018-02-24,20,11,BAJA
HAVANA,CUBA,2018-02-24,24,12,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-24,18,13,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-24,23,11,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-24,23,6,BAJA
BUENOS AIRES,ARGENTINA,2018-02-25,17,9,BAJA
CUENCA,ECUADOR,2018-02-25,17,15,BAJA
BOGOTA,COLOMBIA,2018-02-25,19,8,BAJA
CARACAS,VENEZUELA,2018-02-25,20,11,BAJA
HAVANA,CUBA,2018-02-25,17,19,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-25,23,3,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-25,16,3,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-25,22,3,BAJA
BUENOS AIRES,ARGENTINA,2018-02-26,15,15,BAJA
CUENCA,ECUADOR,2018-02-26,18,16,BAJA
BOGOTA,COLOMBIA,2018-02-26,23,11,BAJA
CARACAS,VENEZUELA,2018-02-26,18,6,BAJA
HAVANA,CUBA,2018-02-26,24,9,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-26,22,2,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-26,20,5,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-26,21,18,BAJA
BUENOS AIRES,ARGENTINA,2018-02-27,20,14,BAJA
CUENCA,ECUADOR,2018-02-27,19,13,BAJA
BOGOTA,COLOMBIA,2018-02-27,21,15,BAJA
CARACAS,VENEZUELA,2018-02-27,16,2,BAJA
HAVANA,CUBA,2018-02-27,20,18,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-27,20,0,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-27,21,17,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-27,22,17,BAJA
BUENOS AIRES,ARGENTINA,2018-02-28,17,7,BAJA
CUENCA,ECUADOR,2018-02-28,16,13,BAJA
BOGOTA,COLOMBIA,2018-02-28,16,6,BAJA
CARACAS,VENEZUELA,2018-02-28,20,13,BAJA
HAVANA,CUBA,2018-02-28,16,11,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-02-28,18,19,BAJA
CIUDAD DE MEXICO,MEXICO,2018-02-28,23,0,BAJA
HONOLULU,ESTADOS UNIDOS,2018-02-28,22,13,BAJA
BUENOS AIRES,ARGENTINA,2018-03-01,23,18,BAJA
CUENCA,ECUADOR,2018-03-01,21,3,BAJA
BOGOTA,COLOMBIA,2018-03-01,19,6,BAJA
CARACAS,VENEZUELA,2018-03-01,17,0,BAJA
HAVANA,CUBA,2018-03-01,19,4,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-03-01,18,15,BAJA
CIUDAD DE MEXICO,MEXICO,2018-03-01,22,13,BAJA
HONOLULU,ESTADOS UNIDOS,2018-03-01,16,2,BAJA
BUENOS AIRES,ARGENTINA,2018-03-02,19,2,BAJA
CUENCA,ECUADOR,2018-03-02,19,5,BAJA
BOGOTA,COLOMBIA,2018-03-02,24,0,BAJA
CARACAS,VENEZUELA,2018-03-02,18,1,BAJA
HAVANA,CUBA,2018-03-02,21,8,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-03-02,15,2,BAJA
CIUDAD DE MEXICO,MEXICO,2018-03-02,17,7,BAJA
HONOLULU,ESTADOS UNIDOS,2018-03-02,17,1,BAJA
BUENOS AIRES,ARGENTINA,2018-03-03,19,75,MUY BAJA
CUENCA,ECUADOR,2018-03-03,19,98,MUY BAJA
BOGOTA,COLOMBIA,2018-03-03,16,100,MUY BAJA
CARACAS,VENEZUELA,2018-03-03,22,68,MUY BAJA
HAVANA,CUBA,2018-03-03,16,50,MUY BAJA
